record_date,link,record_details,publication_date,school_id
23 January 2019,https://files.ofsted.gov.uk/v1/file/50056894,Short inspection,18 February 2019,21_101122
09 December 2014,https://files.ofsted.gov.uk/v1/file/2445930,Full inspection: Good,09 January 2015,21_101122
15 January 2013,https://files.ofsted.gov.uk/v1/file/2166099,Interim assessment,29 January 2013,21_101122
02 December 2009,https://files.ofsted.gov.uk/v1/file/946357,Full inspection: Good,12 January 2010,21_101122
28 March 2007,https://files.ofsted.gov.uk/v1/file/829143,Full inspection: Satisfactory,26 April 2007,21_101122
19 March 2001,https://files.ofsted.gov.uk/v1/file/776711,Full inspection,21 June 2001,21_101122
02 February 2023,https://files.ofsted.gov.uk/v1/file/50222472,School inspection: Good,06 July 2023,21_101123
08 May 2009,https://files.ofsted.gov.uk/v1/file/916551,Full inspection: Outstanding,04 June 2009,21_101123
07 June 2006,https://files.ofsted.gov.uk/v1/file/804525,Full inspection: Outstanding,22 June 2006,21_101123
26 June 2000,https://files.ofsted.gov.uk/v1/file/763225,Full inspection,26 September 2000,21_101123
17 May 2023,https://files.ofsted.gov.uk/v1/file/50221928,School inspection: Good,30 June 2023,21_101124
06 February 2018,https://files.ofsted.gov.uk/v1/file/2758797,Short inspection,06 March 2018,21_101124
20 March 2013,https://files.ofsted.gov.uk/v1/file/2210247,Full inspection: Good,22 April 2013,21_101124
07 January 2011,https://files.ofsted.gov.uk/v1/file/1563073,Interim assessment,12 May 2011,21_101124
06 June 2008,https://files.ofsted.gov.uk/v1/file/876461,Full inspection: Good,23 June 2008,21_101124
11 October 2004,https://files.ofsted.gov.uk/v1/file/798897,Full inspection,16 December 2004,21_101124
24 April 2024,https://files.ofsted.gov.uk/v1/file/50248978,Monitoring visit,10 June 2024,21_101125
11 January 2023,https://files.ofsted.gov.uk/v1/file/50209494,School inspection: Requires Improvement,02 March 2023,21_101125
30 June 2021,https://files.ofsted.gov.uk/v1/file/50169292,Monitoring visit,15 September 2021,21_101125
19 March 2019,https://files.ofsted.gov.uk/v1/file/50076210,Full inspection: Requires Improvement,09 May 2019,21_101125
20 February 2018,https://files.ofsted.gov.uk/v1/file/2762991,Short inspection,23 March 2018,21_101125
09 October 2013,https://files.ofsted.gov.uk/v1/file/2284641,Full inspection: Good,07 November 2013,21_101125
21 November 2011,https://files.ofsted.gov.uk/v1/file/1987003,Full inspection: Satisfactory,13 December 2011,21_101125
14 January 2010,https://files.ofsted.gov.uk/v1/file/974409,Curriculum and development visit,15 June 2010,21_101125
09 March 2009,https://files.ofsted.gov.uk/v1/file/876465,Full inspection: Good,30 March 2009,21_101125
18 April 2005,https://files.ofsted.gov.uk/v1/file/799407,Full inspection,23 June 2005,21_101125
28 February 2023,https://files.ofsted.gov.uk/v1/file/50215500,School inspection: Good,03 May 2023,21_101126
09 December 2020,https://files.ofsted.gov.uk/v1/file/50159555,Monitoring visit,18 January 2021,21_101126
04 July 2017,https://files.ofsted.gov.uk/v1/file/2724615,Short inspection,11 September 2017,21_101126
30 January 2013,https://files.ofsted.gov.uk/v1/file/2184645,Full inspection: Good,28 February 2013,21_101126
08 February 2011,https://files.ofsted.gov.uk/v1/file/1955691,Full inspection: Satisfactory,07 March 2011,21_101126
17 October 2007,https://files.ofsted.gov.uk/v1/file/876469,Full inspection: Good,07 November 2007,21_101126
05 July 2004,https://files.ofsted.gov.uk/v1/file/791681,Full inspection,10 September 2004,21_101126
05 March 2020,https://files.ofsted.gov.uk/v1/file/50152153,Monitoring visit,24 June 2020,21_101127
04 November 2014,https://files.ofsted.gov.uk/v1/file/2435962,Full inspection: Outstanding,28 November 2014,21_101127
22 March 2011,https://files.ofsted.gov.uk/v1/file/1970093,Full inspection: Good,28 April 2011,21_101127
03 December 2009,https://files.ofsted.gov.uk/v1/file/973903,Curriculum and development visit,06 January 2010,21_101127
11 December 2007,https://files.ofsted.gov.uk/v1/file/876473,Full inspection: Satisfactory,09 January 2008,21_101127
07 June 2004,https://files.ofsted.gov.uk/v1/file/791729,Full inspection,10 September 2004,21_101127
28 February 2023,https://files.ofsted.gov.uk/v1/file/50215124,School inspection: Good,27 April 2023,21_101128
11 September 2019,https://files.ofsted.gov.uk/v1/file/50127266,School inspection: Requires Improvement,30 October 2019,21_101128
25 September 2018,https://files.ofsted.gov.uk/v1/file/50036238,Short inspection,05 November 2018,21_101128
02 October 2014,https://files.ofsted.gov.uk/v1/file/2427515,Full inspection: Good,24 October 2014,21_101128
04 July 2014,https://files.ofsted.gov.uk/v1/file/2417211,Monitoring visit,09 September 2014,21_101128
22 November 2013,https://files.ofsted.gov.uk/v1/file/2301009,Monitoring visit,13 December 2013,21_101128
19 July 2013,https://files.ofsted.gov.uk/v1/file/2266681,Monitoring visit,09 September 2013,21_101128
08 May 2013,https://files.ofsted.gov.uk/v1/file/2229505,Full inspection: Inadequate,14 June 2013,21_101128
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927963,Interim assessment,20 March 2012,21_101128
23 November 2010,https://files.ofsted.gov.uk/v1/file/1442955,Curriculum and development visit,28 January 2011,21_101128
04 March 2009,https://files.ofsted.gov.uk/v1/file/916555,Full inspection: Good,25 March 2009,21_101128
19 January 2006,https://files.ofsted.gov.uk/v1/file/804529,Full inspection: Good,16 February 2006,21_101128
30 October 2000,https://files.ofsted.gov.uk/v1/file/759611,Full inspection,07 February 2001,21_101128
15 November 2023,https://files.ofsted.gov.uk/v1/file/50236099,School inspection,21 December 2023,21_101129
10 July 2018,https://files.ofsted.gov.uk/v1/file/50008345,Short inspection,27 July 2018,21_101129
11 March 2014,https://files.ofsted.gov.uk/v1/file/2354577,Full inspection: Good,31 March 2014,21_101129
02 May 2012,https://files.ofsted.gov.uk/v1/file/2023367,Full inspection: Satisfactory,27 June 2012,21_101129
30 June 2010,https://files.ofsted.gov.uk/v1/file/975699,Interim assessment,22 July 2010,21_101129
04 May 2007,https://files.ofsted.gov.uk/v1/file/829147,Full inspection: Outstanding,23 May 2007,21_101129
11 June 2001,https://files.ofsted.gov.uk/v1/file/765487,Full inspection,05 October 2001,21_101129
28 November 2023,https://files.ofsted.gov.uk/v1/file/50238022,School inspection: Good,22 January 2024,21_101130
19 October 2021,https://files.ofsted.gov.uk/v1/file/50174075,School inspection: Requires Improvement,14 December 2021,21_101130
15 June 2016,https://files.ofsted.gov.uk/v1/file/2584951,Short inspection,21 July 2016,21_101130
02 November 2011,https://files.ofsted.gov.uk/v1/file/1984775,Full inspection: Good,23 November 2011,21_101130
21 September 2010,https://files.ofsted.gov.uk/v1/file/1667395,Curriculum and development visit,20 October 2010,21_101130
11 May 2009,https://files.ofsted.gov.uk/v1/file/916559,Full inspection: Satisfactory,10 June 2009,21_101130
05 July 2006,https://files.ofsted.gov.uk/v1/file/804533,Full inspection: Good,02 August 2006,21_101130
31 January 2000,https://files.ofsted.gov.uk/v1/file/763445,Full inspection,12 May 2000,21_101130
09 May 2024,https://files.ofsted.gov.uk/v1/file/50250964,School inspection,28 June 2024,21_101131
19 March 2019,https://files.ofsted.gov.uk/v1/file/50072872,Full inspection: Good,25 April 2019,21_101131
23 February 2016,https://files.ofsted.gov.uk/v1/file/2552180,Full inspection: Outstanding,21 March 2016,21_101131
28 March 2014,https://files.ofsted.gov.uk/v1/file/2373333,Interim assessment,06 May 2014,21_101131
09 March 2011,https://files.ofsted.gov.uk/v1/file/1967457,Full inspection: Good,31 March 2011,21_101131
27 February 2008,https://files.ofsted.gov.uk/v1/file/876477,Full inspection: Good,18 March 2008,21_101131
08 March 2004,https://files.ofsted.gov.uk/v1/file/795183,Full inspection,06 May 2004,21_101131
30 November 2021,https://files.ofsted.gov.uk/v1/file/50176514,School inspection,27 January 2022,21_101132
29 November 2016,https://files.ofsted.gov.uk/v1/file/2638915,Short inspection,25 January 2017,21_101132
22 March 2012,https://files.ofsted.gov.uk/v1/file/1968147,Full inspection: Good,23 April 2012,21_101132
30 June 2010,https://files.ofsted.gov.uk/v1/file/975701,Interim assessment,22 July 2010,21_101132
20 November 2006,https://files.ofsted.gov.uk/v1/file/804537,Full inspection: Good,07 December 2006,21_101132
11 December 2000,https://files.ofsted.gov.uk/v1/file/776705,Full inspection,15 March 2001,21_101132
12 October 2022,https://files.ofsted.gov.uk/v1/file/50201215,School inspection: Outstanding,06 December 2022,21_101134
09 December 2021,https://files.ofsted.gov.uk/v1/file/50176840,School inspection,01 February 2022,21_101134
01 December 2016,https://files.ofsted.gov.uk/v1/file/2637063,Short inspection,19 January 2017,21_101134
08 March 2012,https://files.ofsted.gov.uk/v1/file/1941015,Full inspection: Good,30 March 2012,21_101134
29 September 2010,https://files.ofsted.gov.uk/v1/file/1445611,Curriculum and development visit,26 November 2010,21_101134
26 November 2009,https://files.ofsted.gov.uk/v1/file/969913,Monitoring visit,12 January 2010,21_101134
12 November 2008,https://files.ofsted.gov.uk/v1/file/916563,Full inspection: Satisfactory,03 December 2008,21_101134
22 May 2008,https://files.ofsted.gov.uk/v1/file/915271,Monitoring visit,11 June 2008,21_101134
16 October 2007,https://files.ofsted.gov.uk/v1/file/876485,Full inspection: Inadequate,19 November 2007,21_101134
22 April 2002,https://files.ofsted.gov.uk/v1/file/780599,Full inspection,13 September 2002,21_101134
04 May 2022,https://files.ofsted.gov.uk/v1/file/50187526,School inspection,04 July 2022,21_101135
13 December 2016,https://files.ofsted.gov.uk/v1/file/2638259,Short inspection,24 January 2017,21_101135
16 October 2012,https://files.ofsted.gov.uk/v1/file/2087695,Full inspection: Good,12 November 2012,21_101135
19 May 2011,https://files.ofsted.gov.uk/v1/file/1696621,Monitoring visit,14 June 2011,21_101135
21 January 2010,https://files.ofsted.gov.uk/v1/file/946361,Full inspection: Satisfactory,12 February 2010,21_101135
14 May 2007,https://files.ofsted.gov.uk/v1/file/829151,Full inspection: Satisfactory,08 June 2007,21_101135
05 November 2001,https://files.ofsted.gov.uk/v1/file/770851,Full inspection,27 February 2002,21_101135
04 May 2023,https://files.ofsted.gov.uk/v1/file/50222110,School inspection: Good,03 July 2023,21_101136
25 February 2020,https://files.ofsted.gov.uk/v1/file/50151903,School inspection,17 June 2020,21_101136
23 June 2016,https://files.ofsted.gov.uk/v1/file/2593062,Full inspection: Good,06 September 2016,21_101136
22 May 2014,https://files.ofsted.gov.uk/v1/file/2399492,Monitoring visit,30 June 2014,21_101136
06 February 2014,https://files.ofsted.gov.uk/v1/file/2339613,Full inspection: Requires Improvement,03 March 2014,21_101136
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927967,Interim assessment,20 March 2012,21_101136
25 February 2009,https://files.ofsted.gov.uk/v1/file/916567,Full inspection: Good,17 March 2009,21_101136
29 October 2007,https://files.ofsted.gov.uk/v1/file/912229,Curriculum and development visit,28 December 2007,21_101136
28 September 2005,https://files.ofsted.gov.uk/v1/file/804541,Full inspection: Good,01 November 2005,21_101136
29 November 1999,https://files.ofsted.gov.uk/v1/file/763255,Full inspection,12 May 2000,21_101136
19 October 2021,https://files.ofsted.gov.uk/v1/file/50173715,School inspection,09 December 2021,21_101137
18 October 2016,https://files.ofsted.gov.uk/v1/file/2617877,Short inspection,02 December 2016,21_101137
27 February 2012,https://files.ofsted.gov.uk/v1/file/1935031,Full inspection: Good,22 March 2012,21_101137
30 June 2010,https://files.ofsted.gov.uk/v1/file/975703,Interim assessment,22 July 2010,21_101137
10 January 2007,https://files.ofsted.gov.uk/v1/file/829155,Full inspection: Good,26 January 2007,21_101137
12 February 2001,https://files.ofsted.gov.uk/v1/file/761055,Full inspection,16 May 2001,21_101137
12 July 2023,https://files.ofsted.gov.uk/v1/file/50229346,School inspection: Good,27 September 2023,21_101138
06 February 2018,https://files.ofsted.gov.uk/v1/file/2761743,Short inspection,01 March 2018,21_101138
24 October 2013,https://files.ofsted.gov.uk/v1/file/2289365,Full inspection: Good,18 November 2013,21_101138
19 October 2010,https://files.ofsted.gov.uk/v1/file/1954127,Full inspection: Good,15 November 2010,21_101138
22 June 2009,https://files.ofsted.gov.uk/v1/file/945159,Curriculum and development visit,31 July 2009,21_101138
13 February 2008,https://files.ofsted.gov.uk/v1/file/876489,Full inspection: Good,06 March 2008,21_101138
15 March 2004,https://files.ofsted.gov.uk/v1/file/794989,Full inspection,20 May 2004,21_101138
13 June 2023,https://files.ofsted.gov.uk/v1/file/50224641,School inspection: Outstanding,27 July 2023,21_101139
01 December 2020,https://files.ofsted.gov.uk/v1/file/50159665,Monitoring visit,20 January 2021,21_101139
22 February 2018,https://files.ofsted.gov.uk/v1/file/2761967,Short inspection,19 March 2018,21_101139
14 January 2014,https://files.ofsted.gov.uk/v1/file/2341317,Full inspection: Good,05 March 2014,21_101139
04 July 2011,https://files.ofsted.gov.uk/v1/file/1979189,Full inspection: Good,06 September 2011,21_101139
23 January 2008,https://files.ofsted.gov.uk/v1/file/876493,Full inspection: Good,13 February 2008,21_101139
03 November 2003,https://files.ofsted.gov.uk/v1/file/792311,Full inspection,10 June 2004,21_101139
29 November 2022,https://files.ofsted.gov.uk/v1/file/50206027,School inspection: Requires Improvement,25 January 2023,21_101140
17 December 2019,https://files.ofsted.gov.uk/v1/file/50143360,Monitoring visit,20 January 2020,21_101140
30 June 2010,https://files.ofsted.gov.uk/v1/file/975705,Interim assessment,22 July 2010,21_101140
17 October 2006,https://files.ofsted.gov.uk/v1/file/804545,Full inspection: Outstanding,06 November 2006,21_101140
15 January 2001,https://files.ofsted.gov.uk/v1/file/767825,Full inspection,25 April 2001,21_101140
01 November 2023,https://files.ofsted.gov.uk/v1/file/50235757,School inspection: Good,15 December 2023,21_101141
17 October 2008,https://files.ofsted.gov.uk/v1/file/876497,Full inspection: Outstanding,10 November 2008,21_101141
06 June 2005,https://files.ofsted.gov.uk/v1/file/799789,Full inspection,15 September 2005,21_101141
23 November 2023,https://files.ofsted.gov.uk/v1/file/50239075,School inspection: Outstanding,05 February 2024,21_101143
20 October 2010,https://files.ofsted.gov.uk/v1/file/1962937,Full inspection: Outstanding,10 November 2010,21_101143
06 November 2007,https://files.ofsted.gov.uk/v1/file/876505,Full inspection: Good,23 November 2007,21_101143
05 June 2007,https://files.ofsted.gov.uk/v1/file/907693,Curriculum and development visit,30 July 2007,21_101143
06 October 2003,https://files.ofsted.gov.uk/v1/file/795371,Full inspection,25 May 2004,21_101143
04 December 2019,https://files.ofsted.gov.uk/v1/file/50143485,School inspection,15 January 2020,21_101144
10 March 2016,https://files.ofsted.gov.uk/v1/file/2560429,Full inspection: Good,18 April 2016,21_101144
01 July 2014,https://files.ofsted.gov.uk/v1/file/2405926,Monitoring visit,22 July 2014,21_101144
02 April 2014,https://files.ofsted.gov.uk/v1/file/2425113,Full inspection: Requires Improvement,06 May 2014,21_101144
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927971,Interim assessment,20 March 2012,21_101144
27 May 2010,https://files.ofsted.gov.uk/v1/file/981635,Curriculum and development visit,28 June 2010,21_101144
22 May 2009,https://files.ofsted.gov.uk/v1/file/916571,Full inspection: Good,22 October 2009,21_101144
10 May 2006,https://files.ofsted.gov.uk/v1/file/804549,Full inspection: Outstanding,05 June 2006,21_101144
18 September 2000,https://files.ofsted.gov.uk/v1/file/777923,Full inspection,29 May 2002,21_101144
21 May 2024,https://files.ofsted.gov.uk/v1/file/50251012,School inspection,28 June 2024,21_101147
26 February 2019,https://files.ofsted.gov.uk/v1/file/50072416,Full inspection: Outstanding,24 April 2019,21_101147
27 March 2018,https://files.ofsted.gov.uk/v1/file/2772091,Short inspection,08 May 2018,21_101147
09 October 2013,https://files.ofsted.gov.uk/v1/file/2284645,Full inspection: Good,07 November 2013,21_101147
13 September 2011,https://files.ofsted.gov.uk/v1/file/1980423,Full inspection: Satisfactory,05 October 2011,21_101147
17 June 2010,https://files.ofsted.gov.uk/v1/file/982259,Curriculum and development visit,12 July 2010,21_101147
20 January 2009,https://files.ofsted.gov.uk/v1/file/916575,Full inspection: Good,10 February 2009,21_101147
11 January 2006,https://files.ofsted.gov.uk/v1/file/804553,Full inspection: Good,02 February 2006,21_101147
11 October 1999,https://files.ofsted.gov.uk/v1/file/759613,Full inspection,12 May 2000,21_101147
26 September 2023,https://files.ofsted.gov.uk/v1/file/50232702,School inspection,13 November 2023,21_101192
26 April 2018,https://files.ofsted.gov.uk/v1/file/2775593,Short inspection,24 May 2018,21_101192
14 May 2014,https://files.ofsted.gov.uk/v1/file/2391325,Full inspection: Good,09 June 2014,21_101192
18 May 2011,https://files.ofsted.gov.uk/v1/file/1972673,Full inspection: Good,13 June 2011,21_101192
13 May 2008,https://files.ofsted.gov.uk/v1/file/876529,Full inspection: Satisfactory,06 June 2008,21_101192
17 January 2007,https://files.ofsted.gov.uk/v1/file/864625,Curriculum and development visit,17 May 2007,21_101192
02 February 2004,https://files.ofsted.gov.uk/v1/file/790439,Full inspection,30 April 2004,21_101192
02 February 2022,https://files.ofsted.gov.uk/v1/file/50179541,School inspection,17 March 2022,21_101196
06 December 2016,https://files.ofsted.gov.uk/v1/file/2637043,Full inspection: Good,19 January 2017,21_101196
16 July 2013,https://files.ofsted.gov.uk/v1/file/2264877,Full inspection: Good,12 September 2013,21_101196
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927979,Interim assessment,20 March 2012,21_101196
01 July 2009,https://files.ofsted.gov.uk/v1/file/916595,Full inspection: Good,20 July 2009,21_101196
10 May 2006,https://files.ofsted.gov.uk/v1/file/829179,Full inspection: Good,06 June 2006,21_101196
05 March 2001,https://files.ofsted.gov.uk/v1/file/772689,Full inspection,28 June 2001,21_101196
28 January 2020,https://files.ofsted.gov.uk/v1/file/50149000,School inspection,13 March 2020,21_101198
18 May 2016,https://files.ofsted.gov.uk/v1/file/2577101,Full inspection: Good,21 June 2016,21_101198
12 February 2015,https://files.ofsted.gov.uk/v1/file/2461571,Monitoring visit,12 March 2015,21_101198
28 April 2014,https://files.ofsted.gov.uk/v1/file/2382137,Monitoring visit,20 May 2014,21_101198
14 January 2014,https://files.ofsted.gov.uk/v1/file/2321787,Full inspection: Requires Improvement,05 February 2014,21_101198
14 October 2010,https://files.ofsted.gov.uk/v1/file/1959627,Full inspection: Good,04 November 2010,21_101198
21 September 2006,https://files.ofsted.gov.uk/v1/file/829183,Full inspection: Satisfactory,09 October 2006,21_101198
19 March 2001,https://files.ofsted.gov.uk/v1/file/773683,Full inspection,21 June 2001,21_101198
03 March 2020,https://files.ofsted.gov.uk/v1/file/50151025,Monitoring visit,18 May 2020,21_101258
26 June 2013,https://files.ofsted.gov.uk/v1/file/2246085,Full inspection: Outstanding,18 July 2013,21_101258
30 June 2010,https://files.ofsted.gov.uk/v1/file/975707,Interim assessment,22 July 2010,21_101258
22 May 2007,https://files.ofsted.gov.uk/v1/file/829239,Full inspection: Outstanding,18 June 2007,21_101258
10 June 2002,https://files.ofsted.gov.uk/v1/file/771829,Full inspection,13 September 2002,21_101258
26 January 2023,https://files.ofsted.gov.uk/v1/file/50211280,Monitoring visit,16 March 2023,21_101259
13 October 2021,https://files.ofsted.gov.uk/v1/file/50173516,School inspection: Requires Improvement,07 December 2021,21_101259
07 February 2018,https://files.ofsted.gov.uk/v1/file/2760161,Full inspection: Requires Improvement,12 March 2018,21_101259
07 November 2013,https://files.ofsted.gov.uk/v1/file/2294225,Full inspection: Good,29 November 2013,21_101259
27 February 2012,https://files.ofsted.gov.uk/v1/file/1927579,Full inspection: Satisfactory,20 March 2012,21_101259
17 June 2009,https://files.ofsted.gov.uk/v1/file/916647,Full inspection: Satisfactory,09 July 2009,21_101259
02 May 2006,https://files.ofsted.gov.uk/v1/file/804625,Full inspection: Good,19 May 2006,21_101259
28 February 2000,https://files.ofsted.gov.uk/v1/file/765335,Full inspection,05 June 2000,21_101259
06 December 2022,https://files.ofsted.gov.uk/v1/file/50206832,School inspection: Good,02 February 2023,21_101262
24 June 2010,https://files.ofsted.gov.uk/v1/file/946449,Full inspection: Outstanding,16 July 2010,21_101262
12 June 2007,https://files.ofsted.gov.uk/v1/file/829243,Full inspection: Outstanding,29 June 2007,21_101262
30 September 2002,https://files.ofsted.gov.uk/v1/file/781015,Full inspection,14 January 2003,21_101262
08 May 2024,https://files.ofsted.gov.uk/v1/file/50250883,School inspection: Good,27 June 2024,21_101263
01 October 2013,https://files.ofsted.gov.uk/v1/file/2277813,Full inspection: Outstanding,23 October 2013,21_101263
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927995,Interim assessment,20 March 2012,21_101263
09 December 2008,https://files.ofsted.gov.uk/v1/file/916651,Full inspection: Good,12 January 2009,21_101263
03 November 2005,https://files.ofsted.gov.uk/v1/file/804629,Full inspection: Good,12 January 2006,21_101263
04 December 2000,https://files.ofsted.gov.uk/v1/file/776577,Full inspection,07 March 2001,21_101263
21 March 2023,https://files.ofsted.gov.uk/v1/file/50217147,School inspection: Good,18 May 2023,21_101264
03 December 2019,https://files.ofsted.gov.uk/v1/file/50142628,School inspection,13 January 2020,21_101264
09 February 2016,https://files.ofsted.gov.uk/v1/file/2550398,Short inspection,14 March 2016,21_101264
28 March 2014,https://files.ofsted.gov.uk/v1/file/2373353,Interim assessment,06 May 2014,21_101264
11 July 2011,https://files.ofsted.gov.uk/v1/file/1979553,Full inspection: Good,12 September 2011,21_101264
02 July 2008,https://files.ofsted.gov.uk/v1/file/876609,Full inspection: Good,21 July 2008,21_101264
09 February 2004,https://files.ofsted.gov.uk/v1/file/788451,Full inspection,12 May 2004,21_101264
29 March 2022,https://files.ofsted.gov.uk/v1/file/50186002,School inspection,17 June 2022,21_101266
18 January 2017,https://files.ofsted.gov.uk/v1/file/2654117,Short inspection,27 February 2017,21_101266
02 November 2011,https://files.ofsted.gov.uk/v1/file/1984779,Full inspection: Good,23 November 2011,21_101266
15 September 2010,https://files.ofsted.gov.uk/v1/file/982169,Monitoring visit,01 October 2010,21_101266
09 July 2009,https://files.ofsted.gov.uk/v1/file/916655,Full inspection: Satisfactory,09 September 2009,21_101266
15 May 2006,https://files.ofsted.gov.uk/v1/file/804633,Full inspection: Good,31 May 2006,21_101266
06 July 2005,https://files.ofsted.gov.uk/v1/file/803033,Inspection,07 October 2006,21_101266
22 March 2004,https://files.ofsted.gov.uk/v1/file/795185,Full inspection,10 June 2004,21_101266
11 July 2023,https://files.ofsted.gov.uk/v1/file/50229665,School inspection,29 September 2023,21_101269
19 June 2018,https://files.ofsted.gov.uk/v1/file/2785623,Short inspection,13 July 2018,21_101269
19 March 2014,https://files.ofsted.gov.uk/v1/file/2425111,Full inspection: Good,25 April 2014,21_101269
09 January 2012,https://files.ofsted.gov.uk/v1/file/1927999,Interim assessment,20 March 2012,21_101269
03 June 2009,https://files.ofsted.gov.uk/v1/file/916659,Full inspection: Good,25 June 2009,21_101269
07 June 2006,https://files.ofsted.gov.uk/v1/file/804637,Full inspection: Good,29 June 2006,21_101269
01 November 1999,https://files.ofsted.gov.uk/v1/file/762909,Full inspection,12 May 2000,21_101269
28 March 2023,https://files.ofsted.gov.uk/v1/file/50223736,School inspection: Requires Improvement,19 July 2023,21_101270
19 September 2011,https://files.ofsted.gov.uk/v1/file/1985923,Full inspection: Outstanding,11 October 2011,21_101270
30 June 2010,https://files.ofsted.gov.uk/v1/file/975709,Interim assessment,22 July 2010,21_101270
07 June 2007,https://files.ofsted.gov.uk/v1/file/829247,Full inspection: Good,27 June 2007,21_101270
04 February 2002,https://files.ofsted.gov.uk/v1/file/778665,Full inspection,09 May 2002,21_101270
08 February 2023,https://files.ofsted.gov.uk/v1/file/50212573,School inspection: Outstanding,29 March 2023,21_101271
07 January 2011,https://files.ofsted.gov.uk/v1/file/1564065,Interim assessment,12 May 2011,21_101271
16 June 2008,https://files.ofsted.gov.uk/v1/file/876617,Full inspection: Outstanding,04 July 2008,21_101271
05 July 2004,https://files.ofsted.gov.uk/v1/file/788847,Full inspection,03 November 2004,21_101271
22 November 2022,https://files.ofsted.gov.uk/v1/file/50205644,School inspection,20 January 2023,21_101272
13 June 2017,https://files.ofsted.gov.uk/v1/file/2711037,Short inspection,20 July 2017,21_101272
01 March 2012,https://files.ofsted.gov.uk/v1/file/1935911,Full inspection: Good,23 March 2012,21_101272
19 September 2008,https://files.ofsted.gov.uk/v1/file/916663,Full inspection: Satisfactory,09 October 2008,21_101272
22 November 2005,https://files.ofsted.gov.uk/v1/file/804641,Full inspection: Good,20 June 2006,21_101272
13 March 2000,https://files.ofsted.gov.uk/v1/file/764733,Full inspection,22 June 2000,21_101272
11 June 2024,https://files.ofsted.gov.uk/v1/file/50252052,School inspection: Good,10 July 2024,21_101274
28 February 2023,https://files.ofsted.gov.uk/v1/file/50219595,School inspection: Requires Improvement,12 June 2023,21_101274
05 December 2017,https://files.ofsted.gov.uk/v1/file/2747825,Short inspection,11 January 2018,21_101274
04 July 2013,https://files.ofsted.gov.uk/v1/file/2260753,Full inspection: Good,04 September 2013,21_101274
07 January 2011,https://files.ofsted.gov.uk/v1/file/1564845,Interim assessment,12 May 2011,21_101274
14 November 2007,https://files.ofsted.gov.uk/v1/file/876621,Full inspection: Outstanding,04 December 2007,21_101274
19 November 2001,https://files.ofsted.gov.uk/v1/file/772977,Full inspection,27 February 2002,21_101274
26 September 2023,https://files.ofsted.gov.uk/v1/file/50232905,School inspection: Good,15 November 2023,21_101275
20 February 2018,https://files.ofsted.gov.uk/v1/file/2761225,Short inspection,15 March 2018,21_101275
16 December 2014,https://files.ofsted.gov.uk/v1/file/2448194,Full inspection: Good,19 January 2015,21_101275
24 January 2011,https://files.ofsted.gov.uk/v1/file/1960889,Full inspection: Good,15 February 2011,21_101275
10 December 2007,https://files.ofsted.gov.uk/v1/file/876625,Full inspection: Satisfactory,09 January 2008,21_101275
01 October 2001,https://files.ofsted.gov.uk/v1/file/775523,Full inspection,12 December 2001,21_101275
13 December 2022,https://files.ofsted.gov.uk/v1/file/50207733,School inspection,10 February 2023,21_101277
09 May 2017,https://files.ofsted.gov.uk/v1/file/2693115,Full inspection: Good,07 June 2017,21_101277
02 July 2013,https://files.ofsted.gov.uk/v1/file/2248653,Full inspection: Good,24 July 2013,21_101277
09 January 2012,https://files.ofsted.gov.uk/v1/file/1928003,Interim assessment,20 March 2012,21_101277
27 January 2009,https://files.ofsted.gov.uk/v1/file/916671,Full inspection: Good,24 February 2009,21_101277
28 September 2005,https://files.ofsted.gov.uk/v1/file/804649,Full inspection: Good,04 November 2005,21_101277
18 October 1999,https://files.ofsted.gov.uk/v1/file/763217,Full inspection,12 May 2000,21_101277
28 September 2022,https://files.ofsted.gov.uk/v1/file/50200341,School inspection,28 November 2022,21_101278
31 January 2017,https://files.ofsted.gov.uk/v1/file/2653861,Full inspection: Good,27 February 2017,21_101278
23 May 2012,https://files.ofsted.gov.uk/v1/file/2018629,Full inspection: Good,18 June 2012,21_101278
18 November 2008,https://files.ofsted.gov.uk/v1/file/876633,Full inspection: Good,11 December 2008,21_101278
17 October 2006,https://files.ofsted.gov.uk/v1/file/864803,Curriculum and development visit,30 July 2007,21_101278
21 February 2005,https://files.ofsted.gov.uk/v1/file/797757,Full inspection,06 May 2005,21_101278
12 March 2024,https://files.ofsted.gov.uk/v1/file/50245828,School inspection,02 May 2024,21_101279
16 January 2019,https://files.ofsted.gov.uk/v1/file/50053971,Full inspection: Good,05 February 2019,21_101279
21 May 2013,https://files.ofsted.gov.uk/v1/file/2230201,Full inspection: Outstanding,17 June 2013,21_101279
07 January 2011,https://files.ofsted.gov.uk/v1/file/1563709,Interim assessment,12 May 2011,21_101279
19 November 2007,https://files.ofsted.gov.uk/v1/file/876637,Full inspection: Good,06 December 2007,21_101279
29 October 2001,https://files.ofsted.gov.uk/v1/file/771849,Full inspection,09 January 2002,21_101279
25 June 2019,https://files.ofsted.gov.uk/v1/file/50092311,Short inspection,11 July 2019,21_101280
